"n"	"x"	"y0"	"y1"	"y2"
147	2.3500000000000005	1.4627759474937687	-2.709790390857999	-4.74282332776932
148	2.4000000000000004	1.4766566966472505	5.761610719214749	4.352217124777643
149	2.45	1.1686965736463204	-0.9155740349459449	-4.05280630668439
150	2.5	1.6278115901012309	-4.477825589375131	4.533755936642929
151	2.5500000000000007	1.6426318277285543	0.576915365926224	-3.9167603423748263
152	2.6000000000000005	2.160162620751802	-4.3307312992437925	4.3283107192591945
153	2.6500000000000004	1.5801496980864018	-5.927012500507166	-4.3186447696169346
154	2.7	2.0796297000429713	-2.051187670494508	3.991982149574827
155	2.75	1.6626343529043834	-8.77142819220456	-4.81201214389923
156	2.8000000000000007	1.8190261875005636	1.637566359891559	4.505599830518581
157	2.8500000000000005	1.859121260310039	-2.6597614845732256	-4.295635268731118
158	2.9000000000000004	1.8312511765250508	0.9400553433169195	3.951937405052874
159	2.95	2.389255818501299	-5.078233493290139	-4.240699745977183
160	3.0	1.8220588718579436	1.4513971777683754	3.628959820109102
161	3.0500000000000007	1.7739834894395774	-4.118175163268748	-4.309369798484113
162	3.0999999999999996	1.3414331694007995	-1.8996054857010483	4.252607587147793
163	3.1500000000000004	1.9772892995650257	-1.0159601597634238	-3.9541647714102197
164	3.200000000000001	2.6257376463327233	-3.1549407455298195	3.5261574759544603
165	3.25	1.947500718543886	0.7714838000887934	-4.344615023970174
166	3.3000000000000007	1.7786141312220738	1.431595954544006	3.8960965547046436
167	3.3499999999999996	2.279013875368233	-0.41471927728266494	-3.942819769178366
168	3.4000000000000004	1.5556825907834497	0.26631705263999245	3.2329659771152985
169	3.450000000000001	2.525865628571721	-1.7593997041620502	-3.793797907644664
170	3.5	2.346526722713482	-1.0323959894435926	3.286703560734631
171	3.5500000000000007	2.0929460125004082	-1.0165352375779362	-3.357822466551542
172	3.5999999999999996	2.5385344659210913	1.0453031863987263	3.2158300008332756
173	3.6500000000000004	2.7480532204745662	-1.23993252267859	-3.7202432467083657
174	3.700000000000001	2.579554583016806	-2.4891271924389935	3.4000417553349505
175	3.75	2.744340461444655	-3.4483393457807816	-3.142588295363455
176	3.8000000000000007	2.132209581357843	0.21686657753075517	3.140864062858605
177	3.8499999999999996	2.431778368722061	-0.4365225927461544	-3.3100549465312286
178	3.9000000000000004	2.4436986282724376	-4.308565639785019	2.7848823331185755
179	3.950000000000001	2.0253408604209766	0.23470822346022685	-3.526610659107608
180	4.0	2.517623905971208	-0.45699089558509515	2.9000874778924675
181	4.050000000000001	3.001684105242367	-1.6763790058662564	-2.9588796682541583
182	4.1	2.4081397273480256	-2.3876065038890557	2.6565263246635915
183	4.15	2.8519083038096813	1.7214302944305326	-2.97649017172511
184	4.200000000000001	2.3574486113064586	-1.0486579375654261	2.404450719430918
185	4.25	2.717460684019186	-5.180164889155274	-2.895954273830736
186	4.300000000000001	2.8618519442596937	-1.9741229238548053	2.185347906806397
187	4.35	2.886576922725729	-0.043183253894742285	-3.100314624753786
188	4.4	3.0918537151468595	-1.0007864267306061	2.3065459607939474
189	4.450000000000001	3.168972759656024	-0.0932082297125511	-2.2326834496832886
190	4.5	3.3601224761682067	0.6682311360675832	2.51061590426903
191	4.550000000000001	2.932243262967284	-1.8901953344604085	-2.4032241524280344
192	4.600000000000001	2.958993151894065	-0.6768497402707779	1.7497264322539574
193	4.65	3.212135378272934	-5.0497277989937475	-1.3947043321630597
194	4.700000000000001	3.5932454189699334	-1.6926509243402332	1.612812904124195
195	4.75	3.5929099787421936	2.943971235128637	-1.7827737658725027
196	4.800000000000001	3.0569527849201275	-3.758519057162678	1.215854649521547
197	4.850000000000001	3.573920097083584	1.7514439845913299	-1.3401303149665533
198	4.9	3.888522086164127	3.0760092759041022	0.9729004871797391
199	4.950000000000001	3.3079808756059985	-1.676777424189436	-1.2838772315647087
200	5.0	3.545135868512357	-0.628782014771272	0.18869560400898724
